likes,dislikes,comment_count,views
2730,130,104,115769
11614,210,451,213008
24152,1660,1103,348413
268633,5505,17122,4079611
30961,1102,1018,520227
940,120,249,84891
120758,3226,15741,998397
1195,49,59,54597
361,202,139,33081
1955,60,105,72038
73567,724,8676,518509
7253,203,637,204061
13261,942,637,1030147
5832,211,415,93230
5511,703,710,279621
26510,814,2171,306857
233408,38268,39433,2135647
94483,1945,3577,1114608
148931,3216,6869,1580922
3811,237,137,228954
30724,2347,1316,587845
13327,251,504,305097
2533,281,254,392748
286605,5990,17599,4569260
6050,140,1163,67225
33457,1237,831,589741
127485,3461,16444,1070355
1682,87,66,104848
544,320,188,62136
57897,4594,4709,853860
248419,40616,41139,2462719
12633,569,993,293599
30645,924,1792,306513
101222,2173,3677,1273317
5129,355,184,385733
7537,433,488,328063
637,62,103,70488
33054,2619,1504,683844
4475,109,288,54665
309863,6635,18175,5208806
13904,265,549,335238
7006,193,1260,98973
36377,1301,839,651338
685,414,227,86211
130099,3538,16851,1105699
19541,982,1262,687201
67028,5418,5143,1089580
263921,42484,42695,2767765
37189,1232,2021,471470
104878,2277,3757,1358230
8633,514,533,436048
6065,431,248,512362
1290,145,183,252262
34756,2799,1106,739506
5276,160,304,84925
323742,7039,18537,5682512
14227,270,542,353577
19544,982,1262,687201
67028,5418,5143,1089580
263921,42484,42695,2767765
37189,1232,2021,471470
104878,2277,3757,1358231
8633,514,533,436048
6065,431,248,512362
1290,145,183,252262
22879,1191,1343,896250
70662,5758,5308,1172539
274240,43919,44045,3018390
39568,1399,2210,556661
106953,2336,3708,1415800
9112,548,546,490044
6627,487,201,596609
1367,172,192,289836
35659,2895,1136,775519
22879,1191,1343,896250
70662,5758,5308,1172539
274240,43919,44045,3018390
39569,1399,2210,556661
106953,2336,3708,1415800
9112,548,546,490044
6627,487,201,596609
33339,458,1931,298863
10622,262,1824,62694
20907,691,544,522436
25266,1315,1457,1052310
72636,5944,5406,1236825
2063,163,380,79647
5485,224,723,98421
281562,44753,44827,3214731
41326,1543,2275,624919
33339,458,1931,298863
10622,262,1824,62694
20907,691,544,522436
51661,1257,2842,718353
16739,1146,1198,550473
1306,111,226,128706
13936,554,2258,127508
4241,283,306,67893
660,130,23,151786
24309,909,598,702975
4207,550,324,127805
7858,364,896,204184
5317,97,575,56131
2889,71,178,48688
14271,649,1590,901147
26864,1391,1478,1153820
223628,3891,13675,2152851
29001,406,2649,347443
43242,1358,2665,486765
63193,1741,3370,1047599
19726,1415,1305,823008
2560,303,349,432762
2218,236,154,95396
1265,384,74,420796
3435,200,547,62188
25380,988,608,778093
4724,128,276,126244
285134,6092,16887,3678051
35498,1005,1555,425869
36111,694,3127,579587
54493,1947,3064,788108
67829,1881,3509,1191380
6402,164,936,51562
21135,1513,1370,951093
3306,354,254,464233
2868,319,187,149128
5206,335,654,121717
1484,504,54,526089
5489,148,310,158561
26026,1021,625,816641
15368,662,2518,167886
316981,7772,18779,4628759
76089,2039,5753,587154
51636,1603,2035,858169
39680,877,3365,721792
59487,2239,3303,942897
8695,245,1170,101022
71956,1996,3633,1296291
3810,450,368,595634
22254,1608,1430,1070895
3055,336,194,167677
6382,407,766,160214
1703,591,100,629177
677,109,134,113148
5917,149,345,175528
335567,8699,19797,5280134
21523,1426,640,469529
94506,3119,6967,886488
38585,2072,1459,633824
58046,1880,2261,1043606
169732,3055,7922,1495251
41564,934,3469,810144
61315,2352,3802,1005217
1086,166,201,233023
9534,283,1196,124280
928,161,171,194863
23211,1687,1445,1181845
77978,2119,3860,1424800
12767,335,1365,736683
335568,8699,19797,5280134
21525,1426,640,469529
94506,3119,6967,886488
38585,2073,1459,633824
58046,1880,2261,1043606
169732,3055,7922,1495251
41565,934,3469,810144
61315,2352,3802,1005217
57020,2224,2123,1024820
26231,1800,769,685174
4935,274,193,255464
100616,3559,7450,1019092
344356,9122,20128,5648425
41524,2388,1564,764481
10437,651,1333,331759
2048,302,82,317139
60822,2010,2305,1130632
1410,193,288,256279
180643,3362,8419,1733189
3101,471,89,459775
42585,962,3539,861201
62890,2401,3839,1044133
57020,2224,2123,1024820
26231,1800,769,685174
4935,274,193,255464
100616,3559,7450,1019092
344356,9122,20128,5648425
41524,2388,1564,764481
10437,651,1333,331759
2048,302,82,317139
60822,2010,2305,1130632
1410,193,288,256279
180643,3362,8419,1733189
59736,2426,2102,1166149
29383,2050,921,835351
47167,1778,2902,666463
28081,1482,2005,343103
5934,385,240,345623
3557,470,376,581374
4767,805,219,986024
103537,3747,7244,1086839
351689,9410,20272,5932529
42943,2512,1294,830870
11128,711,1357,385231
25029,997,2948,1348105
62462,2074,2377,1183681
186786,3534,8472,1852491
11258,543,909,114388
1628,79,495,54833
43324,979,3574,902702
7022,77,587,110183
28391,1119,1755,881209
21234,1051,1038,381158
34314,2656,2371,546597
3799,1108,1433,643111
15036,706,410,395079
33022,699,2074,323446
61004,2491,2100,1233188
46488,983,4904,292619
50248,1980,2917,776258
5857,1016,273,1313884
104993,3823,7285,1120226
357379,9644,20394,6163362
16225,410,1346,957188
43521,2550,1304,855289
11429,730,1419,406740
191510,3603,8610,1941428
5419,67,377,53168
35721,1523,2035,1410167
22192,4670,1797,711097
28806,1771,1447,403636
27580,1623,1272,706381
47569,982,5498,425016
2272,253,415,407872
37543,3204,2514,656310
5366,226,319,74776
16622,830,419,501175
39551,934,2355,475758
6557,293,270,245372
3759,263,405,97990
4524,372,368,128405
53314,1233,5482,447211
61578,2512,2121,1261821
6956,1174,297,1562857
2971,454,94,483821
29946,7055,2306,1262555
38268,1655,2120,1626183
35069,2475,1697,654094
11038,1279,1657,244734
58530,1279,6378,663342
29750,1815,1285,834788
8062,430,443,186251
1726,303,468,276589
7335,234,1214,73129
5446,386,509,179654
39536,3397,2581,711801
1031,101,171,35210
7494,371,344,333945
41976,1028,2467,539258
3349,252,226,49196
17083,853,424,530946
4821,402,399,144967
55382,1272,5628,492176
8263,1348,309,1834626
34394,8422,2798,1595832
40526,1791,2180,1761938
8771,207,428,159343
15617,1800,2006,500562
37368,2784,1807,741225
61330,1385,6657,718814
30887,1906,1147,888559
9221,529,464,232059
1946,350,513,346689
9133,318,1397,109567
6283,462,543,216858
40805,3482,2587,738923
1312,132,199,49925
7907,392,289,358399
43863,1080,2269,571944
258418,4799,25908,1146875
424318,8148,25802,4766751
29808,903,867,254457
52140,674,2461,920195
48016,1374,3849,692818
181594,2988,11955,1495938
8370,341,402,312169
36205,8968,2874,1881153
9424,226,446,219152
29016,1108,3686,189582
38386,2907,1855,807178
16417,1914,2047,580612
41625,1852,2248,1892318
743,110,186,168790
1335,90,374,41567
62711,1425,6713,759766
4479,110,145,47051
31282,1937,1206,926442
2650,88,400,100401
9758,582,505,269570
337278,7527,31789,2079899
467533,9436,27830,5881973
91969,928,4020,752885
60467,2185,1597,1194114
45544,1226,2515,703401
195628,3374,12766,1759522
63130,878,2899,1344221
52390,1744,4375,927613
1224,136,267,158937
10236,487,457,498575
12198,599,940,178110
31826,1212,3927,235508
3013,52,112,67449
12037,3117,1494,274016
38721,9471,3109,2059282
16903,1989,1896,615505
43851,1980,2410,2054420
353461,8197,32849,2380835
477932,9727,28089,6219503
98729,1061,4240,943215
44706,831,2840,384236
63089,2347,1695,1390097
1536,231,366,102648
47776,1312,2591,821171
198410,3445,12857,1827517
65350,922,2932,1471034
53589,1811,4438,996138
12726,625,942,205465
10513,514,457,544857
32507,1244,4015,249244
3163,54,124,77962
12684,3316,1551,313573
39531,9620,3140,2122843
101970,2885,4809,1776229
1206,126,257,107868
31871,1021,2368,333392
9990,2208,935,317386
57243,1213,3429,640741
368449,8805,33860,2664283
103529,1182,4346,1066005
1022,23,74,27716
64909,2425,1734,1479661
50487,1437,2706,919285
175827,6007,8196,4576748
2549,372,447,428216
38035,1357,2580,508307
11782,2771,1088,476065
63997,1544,3649,805321
13973,830,529,213227
377809,9122,34463,2844346
5504,226,371,83223
108054,1276,4456,1189987
3765,191,489,88810
1107,26,79,34975
66003,2466,1735,1532285
52463,1531,2806,1004500
4732,256,338,100075
203067,7672,9725,5894653
18326,1351,663,407545
2847,440,484,549781
2013,135,144,87320
6247,340,552,199100
8402,195,1956,75832
39267,1418,2579,549406
12276,2883,1123,529041
2343,21,146,16666
69349,1805,3796,962369
2339,470,293,41955
5236,120,438,56572
383520,9323,34883,2957468
1762,37,273,58327
223518,8710,10814,6865776
20034,1637,761,505378
9880,225,2140,109658
1790,326,730,336632
7551,400,645,261012
2496,173,158,129728
3142,40,181,33200
40098,1456,2797,570371
3075,632,381,71703
12525,2945,1131,552781
73525,2017,3902,1068813
242355,4572,16978,1894023
262454,9151,13024,2658813
232692,9096,11146,7380605
1410,138,401,134022
20739,1725,772,545457
10578,249,2246,128525
8032,427,651,294680
2684,195,165,149183
307825,6478,20464,3207384
335065,12481,15646,4461757
12849,2003,1774,154464
5619,506,1293,207421
3209,133,481,91069
2324,298,628,383587
1079,97,333,37068
241884,9367,11417,7734497
8957,215,962,247122
20988,1764,785,558925
1116,137,51,135871
338216,7657,22089,4016568
357779,13552,16286,5174759
37811,1328,1571,617852
18353,3175,2481,298942
36435,2407,1922,770135
7740,560,435,321938
41431,767,3088,366150
2849,250,179,346528
2644,181,182,45534
4485,178,1099,46837
6541,604,1439,327263
3606,145,494,115702
26619,1050,3159,1232714
1375,122,374,56035
357368,8412,23126,4489380
372570,14293,16755,5606276
2832,293,505,245901
44063,1651,1738,826497
40485,1473,5063,357647
41938,2847,2262,991583
56233,1283,3913,692945
9632,806,449,552417
67327,959,5806,364241
20484,3645,2663,364689
3805,278,283,87820
1748,78,242,87584
4970,438,477,172404
6767,641,1452,355989
5310,217,1173,68133
3808,150,517,126815
1944,40,125,40988
37070,1861,1514,378854
5524,717,883,866688
100443,1517,9846,610746
369984,8874,23605,4848494
13993,961,740,223594
49933,2026,5972,588566
381579,14732,16942,5903353
1672,113,134,59419
8100,465,428,332552
4156,253,543,98044
4246,133,209,58975
62554,1505,4113,867679
80795,1345,6392,551795
44235,3051,2379,1097042
7157,751,612,383352
2172,112,251,138498
21688,3854,2748,398140
48128,2920,1757,698207
10083,1917,2933,1180404
18965,1543,844,475152
123563,2015,11015,947641
26282,516,1639,262898
263578,9371,31313,3410406
5592,356,648,184565
9213,554,470,439693
52520,2130,6200,648248
5247,171,230,93511
376252,9071,23511,5026542
6228,182,1073,73802
386429,14935,17112,6074141
12871,2466,3543,1726803
5058,336,252,215681
52104,3462,1892,839870
12867,237,639,174796
340058,13770,38802,5275905
131000,2209,11690,1066286
31159,704,1910,391237
20463,1725,952,569625
12871,2466,3543,1726803
5058,336,252,215681
52104,3462,1892,839870
256743,4820,33645,2932977
14620,2826,3779,2226742
40234,1087,1686,694838
5782,422,265,295695
6646,458,648,81469
53976,3659,1935,911102
4645,78,384,52400
17563,743,1409,163398
23393,750,1812,499727
7483,391,526,322612
1505,142,384,182493
45122,968,3045,392823
339183,7621,42964,4686547
17563,743,1409,163398
23393,750,1812,499727
7483,391,526,322612
30305,2134,2225,586140
3708,326,287,258667
199005,2631,11555,2062567
67117,1422,4473,960205
28698,978,2142,735491
37746,354,3512,442465
8197,443,565,397230
2332,271,561,380932
51228,1193,3395,514929
4310,104,228,81391
3646,45,340,40850
30306,2134,2225,586140
3708,326,287,258667
199005,2631,11555,2062567
67117,1422,4473,960205
28698,978,2142,735491
37746,354,3512,442465
11119,1354,949,1143724
243770,3647,13310,3209037
26427,1382,949,590382
38646,3266,2644,897779
46714,579,4129,752699
1184,114,270,102272
31169,1087,2197,863743
3446,66,459,39787
53638,1175,3010,597707
8672,486,581,457206
57234,1018,3382,697979
53406,1276,3315,564598
4818,119,228,102694
20495,628,2676,167864
22031,585,2417,900419
4122,59,357,53642
7048,530,700,133825
11119,1354,949,1143724
243771,3647,13310,3209037
26427,1382,949,590382
38646,3266,2644,897779
46714,579,4129,752699
1184,114,270,102272
135113,2825,7563,979795
14577,1746,1171,1714827
30630,1751,1150,867464
42986,4017,2990,1122025
2634,327,507,401990
50242,691,4407,915219
7251,517,360,372642
2434,466,345,101215
32782,1149,2255,957187
4690,107,541,70069
36197,724,4912,1680547
56695,1280,3182,674849
65193,1216,3622,859931
5513,1344,1328,956723
158828,3650,8351,1367172
16824,2012,1244,2158905
47091,4790,3261,1379298
32635,1964,1194,1003551
72894,904,6680,436534
3683,737,395,196614
8333,629,425,509527
52086,736,4477,1017336
6181,179,315,61861
6204,1529,1413,1192285
166448,3902,8577,1501243
17840,2165,1324,2469564
33508,2058,1205,1056682
79744,1011,7025,529908
4114,817,408,230913
48792,5015,3411,1502375
8738,688,425,563243
52902,751,4528,1061217
6873,216,336,80310
24330,1444,1241,368178
25998,762,2505,306000
20508,754,686,569698
7227,574,376,288057
1642,233,336,336767
171698,4074,8767,1610278
55882,1941,2106,759119
30657,2089,1576,594093
31492,1076,2867,474381
48717,939,6780,261911
22904,945,749,748625
1431,145,127,275478
8013,656,431,355018
1397,98,348,46289
12654,753,1039,286428
21183,650,1579,1338592
65172,2509,2278,1057844
40867,2504,3321,430304
63972,1373,8534,441138
26009,1727,3129,342562
32372,2261,1644,666871
33970,1238,2995,560807
2838,174,128,115553
38286,1022,1531,803251
1342,201,574,244986
16050,1094,1381,465606
1784,128,432,67936
18050,447,1254,1094328
8418,696,468,377387
70507,2910,2503,1291979
54803,3832,4462,701149
33249,2622,3703,575383
8039,514,498,328452
4459,297,176,243828
6366,282,472,110340
1092,122,282,82555
68132,1516,8904,505166
33138,2344,1674,697011
41888,1120,1642,942139
2801,54,146,75773
17564,1232,1467,573226
35385,1304,3055,608063
21217,407,1066,275390
154306,2409,10255,1223718
29547,3309,2000,390425
14851,720,1153,216975
1330,142,304,134068
73841,3161,2716,1487264
60434,4485,4806,832958
35836,3054,3889,668508
8346,700,575,211385
9304,613,547,440234
6138,478,231,427011
70665,1607,9133,541228
33495,2365,1653,710881
26462,623,1220,441271
7678,1578,1306,1402183
24322,798,1910,271648
36514,4544,2258,620014
6918,214,786,112206
17515,976,1257,310232
6709,332,2399,76378
2289,75,321,56462
9492,994,648,280212
63766,4769,4939,908738
75322,3253,2805,1574388
9871,644,554,490225
36809,3223,3965,711152
7308,603,285,576436
71910,1649,9201,564472
39572,3104,2373,894427
29090,751,1270,528440
8715,1799,1422,1692342
29587,1433,2082,444817
39171,5096,2414,719852
8100,317,905,151391
3613,155,477,128347
8120,435,2787,107788
18679,1102,1261,353971
1887,589,471,358670
10169,1161,662,320347
66149,4897,5059,953245
10188,678,532,525295
37459,3301,4015,733772
76253,3308,2779,1623998
7884,649,303,649188
45476,3930,2671,1245913
30304,810,1316,593972
9326,1936,1464,1985020
31878,1794,2186,579049
40875,5398,2508,798669
8715,361,977,181683
4222,199,551,181096
8823,486,2928,133963
19342,1151,1154,385896
2268,709,536,491282
10487,1210,671,347365
67528,4971,4723,986824
10396,696,554,553487
37902,3350,4025,756005
76869,3350,2820,1662742
8338,702,308,727974
48637,4444,2957,1409869
67906,1242,2635,1331502
30798,1042,2043,430697
33173,1996,2319,637419
9659,1979,1477,2118043
30918,849,1348,621135
48637,4444,2957,1409869
67906,1242,2635,1331502
30798,1042,2043,430697
33173,1996,2319,637419
9659,1979,1477,2118043
30918,849,1348,621135
482157,7654,43994,5691239
32357,1969,1157,917295
25512,379,1970,271379
18045,1440,1573,243722
58144,2150,3915,694983
2287,259,417,344359
50410,4701,3034,1527331
7683,367,614,95186
7228,206,795,73885
231282,12169,25643,1496573
507083,8366,45458,6419624
24567,2143,1845,436767
32198,524,2293,402916
36608,2358,1248,1156017
70953,2915,4057,977834
2530,300,443,412013
2050,85,85,57007
17293,1333,2685,1847439
10445,365,1046,173981
8524,412,676,117174
231285,12169,25643,1496573
507085,8366,45458,6419624
24567,2143,1845,436767
32198,524,2293,402916
36608,2358,1248,1156017
278905,16084,30379,2245003
2112,490,701,277431
27401,2481,1997,540011
525349,8940,46669,7053536
34104,554,2390,446871
2104,295,484,97547
38456,2529,1294,1288003
2626,142,120,91847
77228,3340,4331,1158501
278907,16084,30379,2245003
2113,489,701,277431
27401,2481,1997,540011
65063,8743,4586,1253476
298444,17856,32859,2598629
3613,867,902,816538
8468,470,1767,101824
2642,403,532,156641
28135,2558,2024,573453
2012,25,181,20545
536989,9270,47113,7478504
3479,159,907,52622
65063,8743,4586,1253476
298444,17856,32859,2598629
3613,867,902,816538
8468,470,1767,101824
75442,11118,5422,1644984
311451,18854,34732,2841734
4384,1045,1016,1113627
18535,846,2088,189076
23719,582,1788,254246
9471,559,1847,132267
2925,477,568,189117
30259,2781,1505,637698
436,130,64,115099
75442,11118,5422,1644984
311451,18854,34732,2841734
4384,1045,1016,1113627
18535,846,2088,189076
80183,12155,5735,1852475
58190,1166,7652,406099
319351,19475,35404,3007807
3967,131,328,80249
27472,839,1994,370064
5588,227,282,100450
1759,199,323,313393
22383,1073,2446,260930
5659,151,591,64586
14377,443,1803,913447
3319,396,682,300557
47491,2596,3455,596552
95947,2509,6778,1121283
36816,4043,2636,354497
82885,12688,5960,1970790
6109,261,451,213869
65866,1436,8283,555725
1470,173,260,253556
18633,757,1419,181195
29035,1000,2069,432780
6280,276,301,124933
328448,20029,36377,3158126
23497,1130,2480,281194
23088,847,1421,1308615
47492,2596,3455,596552
95947,2509,6778,1121283
36817,4043,2636,354497
82885,12688,5960,1970790
6109,261,451,213869
35366,903,2976,478060
55173,2399,2370,1035491
60036,4088,4144,1091731
113712,3657,8031,1700181
25881,584,4204,156957
11828,782,1948,310366
48000,6097,3057,611379
53999,1326,5776,550742
18524,1242,2470,226334
1529,176,372,280922
6924,317,494,264190
84221,12922,6000,2031195
3914,193,370,40029
68420,1502,8518,612376
21918,946,1557,277341
18515,530,1814,1020827
70199,3425,2999,1533209
37354,1024,3172,382708
41630,1257,3300,739098
66140,5018,4409,1374501
14062,1015,2091,472094
71112,2074,6988,927458
32174,858,5056,244704
119540,3978,8226,1905854
585,68,134,65872
22865,1626,2952,318578
51380,6877,3193,727250
7394,352,527,306140
48482,1608,4013,667044
19816,1309,1251,342340
1233,173,299,136586
76288,3819,3221,1790144
43436,1365,3433,849900
7623,341,391,385253
2156,224,295,122542
68617,5409,4543,1518218
8090,1043,466,211528
14959,1111,2151,539027
77644,2362,7384,1096417
34250,959,5323,282945
122284,4117,8333,2003322
8592,180,1024,93236
23941,1704,3063,343776
52487,7113,3212,772735
2709,488,482,520246
25222,1814,1475,556640
53027,1899,4255,799590
2755,331,356,209759
8655,405,416,532607
8962,269,1703,84160
79923,4080,3297,1926814
44425,1404,3689,906226
9939,1351,548,329746
5225,84,485,59091
69716,5515,4610,1572367
15442,1159,2195,582707
81339,2480,7536,1185923
10071,206,1161,126770
24912,2775,1493,431595
2688,258,177,161704
3398,673,603,752084
5279,700,457,318467
4864,139,370,79237
1494,433,304,243016
27630,2031,1551,656909
55288,1982,4263,872087
3180,396,427,263876
10964,339,1962,126727
82553,4280,3344,2020553
6677,136,620,98027
45138,1421,3715,945212
24913,2776,1493,431595
2688,258,177,161704
3398,673,603,752084
5279,700,457,318467
153174,5071,21388,1363014
60470,1369,3033,1116136
31758,1074,2199,332432
32452,4391,1881,757102
3379,351,237,264660
972,98,166,147664
5916,820,455,412361
6186,196,471,126169
1804,538,415,319316
2005,184,547,56002
1833,152,206,33119
28901,2144,1583,719289
163093,2421,19202,1622598
11894,382,2126,150331
56509,2018,4355,914200
3513,453,448,306360
153176,5071,21388,1363014
60471,1369,3033,1116136
31758,1074,2199,332869
32452,4391,1881,757102
3379,351,237,264660
972,98,166,147664
204574,7521,27516,2332841
76911,1967,3579,1685795
39893,1646,2600,550210
69351,1682,8535,516724
34717,4912,1983,861049
5877,365,536,67346
1183,136,249,201915
317507,6686,36175,3964394
3695,405,280,306577
6272,881,490,471018
1974,575,470,355315
2246,219,575,68549
2398,224,214,56625
204576,7521,27516,2332841
76911,1967,3579,1685795
39893,1646,2600,550210
69351,1682,8535,516724
34717,4912,1983,861049
48939,1238,1811,746313
221327,8523,29295,2738918
60687,1650,4653,896860
22204,912,1840,323741
92393,2490,10553,916820
84153,2248,3893,1984487
4638,289,398,448163
7280,522,365,307748
43121,1926,2729,653242
4515,202,333,68420
35788,5133,2029,909552
5389,83,557,51076
970,98,291,72499
355229,8792,41355,4698989
48939,1238,1811,746313
221328,8523,29295,2738918
60687,1650,4653,896860
22204,912,1840,323741
92394,2490,10553,916820
84153,2248,3893,1984487
4638,289,398,448163
7280,522,365,307748
43121,1926,2729,653242
4515,202,333,68420
57856,1663,1994,1040313
231086,9058,30141,2983419
75474,2324,5330,1293128
1104,79,159,83304
26216,1328,2122,483278
8697,405,525,191469
98245,2705,11094,1039056
2316,199,113,133563
87822,2366,3946,2154558
8246,619,408,394892
44387,2032,2783,695766
7302,158,651,90397
36309,5229,2035,932328
57856,1663,1994,1040313
231086,9058,30141,2983419
75474,2324,5330,1293128
1104,79,159,83304
26216,1328,2122,483278
8697,405,525,191469
98245,2705,11094,1039056
2316,199,113,133563
4713,1633,1772,403496
131758,4983,9184,1118539
61518,1839,1957,1178018
85753,2870,5842,1595788
1619,213,212,101260
2790,257,139,185640
11593,539,589,277743
27910,1527,2260,561773
239010,9445,30461,3168478
101688,2797,11296,1099532
89774,2427,3962,2241577
8662,639,408,433186
4714,1633,1772,403496
131758,4984,9184,1118539
61518,1839,1957,1178018
85754,2870,5842,1595788
76529,2650,10794,639209
9762,3110,3302,1295626
155620,6460,10337,1565082
6464,654,331,180934
8174,193,1909,99274
2228,288,311,165203
63046,1888,1974,1236899
6934,495,473,72049
93293,3231,6051,1817602
2747,154,333,73864
6407,106,508,68149
3087,283,149,216008
14336,659,703,362924
28746,1602,2359,600994
45546,1336,2869,477786
96754,3902,12816,1130383
40798,1547,2670,447797
11377,3656,3815,1711493
17859,1208,419,371956
163669,6885,10731,1727564
9758,255,2147,147235
9393,776,622,126643
3436,231,425,107496
2522,321,319,199445
63865,1922,1980,1268797
98093,3419,6139,1960946
45547,1335,2869,477786
96754,3902,12816,1130383
40798,1547,2670,447797
11377,3656,3815,1711493
17859,1208,419,371956
163669,6885,10731,1727564
101855,5520,7673,1044126
55850,2641,3432,791266
60521,2070,3381,823116
106021,4430,13629,1375749
24120,1316,1648,477909
12193,3915,3997,1944918
4602,95,344,95570
28346,1513,487,452223
168228,7092,10962,1807008
10549,903,687,154968
2144,27,180,15514
101857,5520,7673,1044126
55850,2641,3432,791266
60521,2070,3381,823116
106021,4430,13629,1375749
24120,1316,1648,477909
12193,3915,3997,1944918
4602,95,344,95570
135337,8784,9859,1960924
89862,2707,4801,1022729
26927,1167,1553,469011
60497,3010,3589,925740
65863,2383,3678,966406
28159,1607,1802,646365
110319,4673,14015,1524882
6351,141,430,170466
707,52,165,87446
5023,844,614,86263
3103,284,240,64977
32122,347,1017,1891995
917,69,245,49115
8895,118,272,738925
135337,8784,9859,1960924
89862,2707,4801,1022729
26927,1167,1553,469011
60497,3010,3589,925740
65863,2383,3678,966406
28159,1607,1802,646365
110319,4673,14015,1524882
106941,3468,5340,1477761
150879,10560,10871,2497013
35841,1833,2014,809599
14571,510,1383,125793
6108,718,792,170076
1372,154,351,274727
62853,3162,3633,998656
68242,2521,3725,1049051
30097,1733,1891,731861
6837,153,430,195581
112594,4807,14166,1610076
1207,89,298,87072
3281,108,357,53809
106942,3468,5340,1477761
150879,10560,10871,2497013
35841,1833,2014,809599
14571,510,1383,125793
23862,2680,1948,692800
35338,592,6211,182882
112026,3718,5501,1621099
157215,11241,11207,2733632
38015,2027,2089,912918
21542,1022,1974,277791
36493,1012,1980,524914
12370,502,1086,181058
717,92,150,76572
7438,988,886,268989
1463,30,215,25733
64072,3237,3666,1038786
170932,2912,17933,1969090
69697,2587,3746,1098623
23862,2680,1948,692800
35338,592,6211,182882
112026,3718,5501,1621079
157215,11241,11207,2733632
38015,2027,2089,912918
21542,1022,1974,277791
36493,1012,1980,524914
387791,9279,24003,4227847
42747,2275,2534,598571
24138,2766,1074,497073
61797,1301,2999,1151367
1719,203,385,194185
10854,677,1135,293401
52408,1269,1486,941828
2679,134,125,120910
10935,955,548,420977
50849,1820,5457,632019
707,42,113,49037
17150,819,455,518271
6910,291,815,147922
17349,406,863,262999
387792,9279,24003,4227847
42747,2275,2534,598571
24138,2766,1074,497073
61797,1301,2999,1151367
1719,203,385,194185
10854,677,1135,293401
52408,1269,1486,941828
2679,134,125,120910
474826,13023,27878,5981739
48800,2737,2796,782033
27564,3385,1228,635753
2213,276,424,211889
8347,147,304,234997
71623,2426,7648,505587
63142,1353,3006,1202060
209958,4448,25730,2989709
3075,159,133,155489
56282,1372,1514,1054937
1758,149,245,101437
12142,361,2362,202815
11707,758,1206,346516
4177,113,315,33593
11804,1027,602,461877
474826,13023,27878,5981739
48800,2737,2796,782033
27564,3385,1228,635753
2213,276,424,211889
8347,147,304,234997
71624,2426,7648,505587
63142,1353,3006,1202060
531600,15910,30452,7328002
4657,702,908,761711
22135,923,1774,292496
12743,258,394,445931
52367,3053,2981,906191
29637,3814,1286,721895
5223,204,364,78235
83860,3065,8647,727033
2369,223,310,162901
280539,7213,31392,4628972
64240,1385,3030,1247210
6777,182,426,84090
3600,204,143,203051
59079,1427,1538,1142327
14712,493,2783,291881
531601,15910,30452,7328002
4657,702,908,761711
22136,923,1774,292496
12743,258,394,445931
52367,3053,2981,906191
29637,3814,1286,721895
570222,18077,32216,8456294
28133,1629,2137,529505
5518,873,997,1025388
3417,157,122,177457
7736,221,1395,108494
14071,320,406,524953
15204,1529,968,240054
54447,3220,2927,980559
222577,9098,33943,3122058
30870,4070,1331,775194
854,178,147,139214
89112,3384,8988,848488
2759,251,348,208613
8804,1742,988,174590
570222,18077,32216,8456294
28134,1629,2137,529505
5518,873,997,1025388
3417,157,122,177457
200907,10276,21028,1379923
595586,19346,33051,9275920
3832,131,349,112554
30739,2160,2349,695860
4510,265,164,333915
5897,967,1054,1157822
4905,351,698,142181
19985,2974,4729,397391
8839,268,1529,153387
18091,1970,1121,351714
269799,11929,39567,4426623
3614,150,298,39973
1188,250,200,218312
14918,349,442,569435
200909,10276,21028,1379923
595586,19346,33051,9275920
3832,131,349,112554
30739,2160,2349,695860
4510,265,164,333915
260719,15127,25275,2307351
124147,2153,7508,1026293
20013,2638,829,526793
5340,206,475,214387
612572,20139,33336,9827654
32104,2390,2499,778658
863,142,220,180776
6054,497,786,228034
4980,314,160,400450
2151,106,248,49777
711,86,265,42783
23457,783,1881,1657668
260720,15127,25275,2307351
124149,2153,7508,1026293
20013,2638,829,526793
5340,206,475,214387
612572,20139,33336,9827654
282247,17465,27098,2795975
25384,3671,991,762137
146798,2770,8340,1392930
47727,938,4780,398700
10577,456,314,150456
919,101,183,159001
5756,235,496,250998
626237,20773,33764,10256578
956,120,329,78057
19312,519,1359,1100630
8535,132,1060,94921
282247,17465,27098,2795975
25384,3671,991,762137
146799,2770,8340,1392930
47727,938,4780,398700
32601,2592,2327,443083
294397,18623,27908,3085131
66602,1565,6068,719428
27491,4036,960,871813
1369,107,308,91891
154617,2958,8590,1521791
9665,128,1185,71274
15924,694,519,289857
21768,1553,1122,489697
5523,111,293,103238
32601,2592,2327,443083
294397,18623,27908,3085131
66602,1565,6068,719428
344509,6816,29131,2919347
98726,976,4041,831499
92483,794,5958,870199
26197,2630,4026,262223
1555,232,439,164916
39684,3585,2572,701662
302627,19218,28319,3267060
1551,142,194,92598
71216,1760,6194,818845
28658,4259,953,943162
11160,169,1303,103087
1169,167,104,52567
158383,3037,8622,1588877
24032,1736,1219,587550
16933,770,523,329887
344513,6816,29131,2919347
98727,976,4041,831499
92483,794,5958,870199
26197,2630,4026,262223
1555,232,439,164916
39684,3585,2572,701669
445944,10306,35394,4733057
125180,1451,4805,1288992
106576,991,6449,1122810
