likes,dislikes,comment_count,views
43025,2847,2416,1680052
2688,510,310,612842
3139,378,519,292128
5499,1184,534,1215404
1395,106,152,183365
4567,1570,318,1284448
3776,563,359,704587
1989,231,81,208583
421,347,343,112307
1067,679,252,209875
7261,1083,328,917776
4519,320,328,360399
512,90,121,177467
581,150,109,210929
26954,236,2201,346551
477,59,9,103043
5892,799,773,134734
292,33,49,75328
310,17,137,62423
855,45,122,29680
837,128,47,279718
120,5,8,12922
0,0,34,148916
1748,163,150,201509
293,27,4,79347
970,272,50,271836
476,79,44,98843
34421,1485,3992,442029
224,57,21,130579
803,113,47,276872
422,70,26,274386
132,83,53,204398
11437,566,523,486598
2017,440,114,635538
25645,2895,5484,357407
2521,114,167,83130
236,65,15,68673
385,71,8,98363
244,69,6,113967
294,49,16,150912
360,84,42,74684
32160,2250,1348,7993597
1926,82,221,131909
1189,262,196,446502
1974,165,261,85607
20860,883,1381,2408210
387,81,20,217252
44,13,2,24574
2095,257,65,434379
950,96,72,151825
682134,20298,83263,9349844
49923,2014,4357,2700112
23286,4942,2936,1972929
33407,1043,1314,1659934
5949,953,874,820979
2061,813,263,566056
115552,4539,9090,2101179
11712,1031,734,286208
9964,241,864,214053
2678,276,290,469512
19794,471,1270,1329011
3438,432,300,522070
2369,200,165,543180
2390,770,830,248261
3631,100,373,205580
6475,926,312,1502900
2618,77,88,110009
812,64,59,297185
8837,263,233,364343
14216,12078,1630,2363528
5883,593,1115,892939
4762,1035,555,1007013
1779,58,301,81207
9725,1042,983,886620
873,57,28,159134
2124,249,241,416659
3983,466,618,408866
32343,1271,3818,2028664
3034,612,435,693783
5536,2092,433,1705253
648,181,71,150550
599,19,28,65483
43561,2889,2366,1726328
5861,1263,572,1314467
173,23,6,34749
286,25,42,98515
281,98,75,101916
116,10,15,34432
3236,504,301,196258
602,165,71,161899
530,48,28,59396
0,0,0,256058
3968,605,356,769073
100,8,0,33740
7935,1211,370,1039170
1007,97,75,187488
576,145,100,40016
1041,64,135,47789
330,45,52,98576
2102,251,87,231241
631,87,19,161765
681,193,134,264952
465,383,378,129201
6302,906,814,161503
375,22,173,91589
2353,217,189,291214
1738,27,296,33742
288,35,28,94715
682132,20299,83263,9349844
49924,2015,4357,2700112
23287,4942,2936,1972929
33407,1043,1314,1659934
5949,953,874,820979
2061,813,263,566056
115552,4539,9090,2101179
11712,1031,734,286208
9964,241,864,214053
2678,276,290,469512
19794,471,1270,1329011
3438,432,300,522070
2369,200,165,543180
2390,770,830,248261
3631,100,373,205580
6475,926,312,1502900
2618,77,88,110009
812,64,59,297185
8837,263,233,364343
14216,12078,1630,2363528
5883,593,1115,892939
4762,1035,555,1007013
1779,58,301,81207
76454,3604,6841,4976580
756390,24117,89095,11480555
32762,7443,3917,3089368
3538,2083,569,1082182
17073,538,1159,856872
38795,1358,1430,2376859
61193,1132,6854,719596
3239,1075,376,857088
16124,1697,925,487569
1218,200,304,179971
6475,1072,911,953460
3667,1249,1282,496715
3279,353,337,625007
1040,301,39,416324
14121,346,1868,194693
3277,341,265,874591
120088,4781,9331,2273505
827,281,60,369914
347,55,20,117114
22415,553,1368,1526031
1606,156,27,222724
876,150,48,114854
4139,160,143,234365
930,94,24,97124
1020,87,138,85428
3740,515,334,601680
3973,123,397,244269
4864,773,406,340238
272,40,16,179210
3335,102,109,156883
6837,1004,330,1639498
10190,334,283,481340
310,84,70,115603
21508,951,2166,1996556
60815,261,4441,803175
883,77,59,357742
2762,110,127,2137388
911,192,102,165469
6349,665,1274,1043544
858,221,39,209399
2025,139,325,109223
5415,1165,605,1176940
75,6,7,21998
1001,71,29,204166
10041,1084,984,952418
14499,12376,1648,2459701
2318,272,258,469513
191,18,19,39137
4368,518,640,459702
0,0,0,415273
527,31,32,69322
76454,3604,6841,4977849
756391,24117,89095,11480555
32762,7443,3917,3089368
3538,2083,569,1082182
17074,538,1159,856872
38795,1358,1430,2376859
61193,1132,6854,719596
3239,1075,376,857088
16124,1697,925,487569
1218,200,304,179971
6475,1072,911,953460
3667,1249,1282,496715
3279,353,337,625007
1040,301,39,416324
14121,346,1868,194693
3277,341,265,874591
120088,4781,9331,2273505
827,281,60,369914
347,55,20,117114
22415,553,1368,1526031
1606,156,27,222724
876,150,48,114854
4139,160,143,234365
930,94,24,97124
1020,87,138,85428
45800,1933,2775,1005259
98435,3372,3924,6900748
85776,4201,7799,6248862
808290,26813,92892,13012019
86286,1966,9151,1394710
86008,2334,4864,792386
22164,3665,2049,2347874
4519,2901,645,1428389
18947,645,1262,1085259
1394,279,37,402605
4197,1149,518,907635
1054,189,162,311164
2433,250,103,321781
2002,383,474,373209
40670,1520,1470,2758461
6376,315,266,3283265
882,252,154,346799
3090,212,450,334791
2747,162,145,214571
13776,365,2096,311451
17851,1962,1056,571404
2796,655,2091,650197
285,34,25,56624
16768,430,2019,268439
6555,332,209,535611
3576,396,375,717045
1179,455,104,614886
82915,432,5844,1702171
4735,1781,0,672645
813,69,30,296435
2609,259,141,253364
1156,342,43,481385
1339,128,200,153644
3975,458,304,1212205
490,115,29,152745
491,65,34,156833
1802,202,34,307667
122583,4886,9420,2370154
287,24,89,73811
183,15,8,131549
498,78,30,166055
5500,445,1062,456064
4963,128,387,235109
3599,111,136,293675
23910,597,1402,1664547
875,157,72,151412
697,71,112,89086
395,115,88,173374
921,207,27,208953
3860,537,352,633252
4086,132,360,260119
1034,54,29,284818
0,0,66,31669
1784,281,133,278313
2351,589,329,546946
3588,117,116,179239
10537,364,283,518769
12930,324,678,1179896
6931,1025,328,1685029
430,37,26,62714
771,231,33,191939
101,8,8,37494
321,32,29,123923
136,27,16,44511
5365,857,464,390440
2082,154,343,115562
440,123,25,248798
1071,75,34,235505
45800,1933,2775,1005259
98436,3372,3924,6900748
85776,4201,7799,6248862
808291,26813,92892,13012019
86286,1966,9151,1394710
86008,2334,4864,792386
22164,3665,2049,2347874
4519,2901,645,1428389
18947,645,1262,1085259
1394,279,37,402605
4197,1149,518,907683
1054,189,162,311164
2433,250,103,321781
2002,383,474,373209
40670,1520,1470,2758461
6376,315,266,3283265
882,252,154,346799
3090,212,450,334791
2747,162,145,214571
13776,365,2096,311451
17851,1962,1056,571404
2796,655,2091,650197
285,34,25,56624
16768,430,2019,268439
6555,332,209,535611
3576,396,375,717045
1179,455,104,614886
133022,5064,5798,8882597
59695,2889,3845,1805022
92196,4580,8307,6788618
104662,3718,5849,1255792
836843,28587,95261,14173896
94023,2245,9833,1682609
4813,1282,347,953498
3406,998,752,394887
57921,1416,8180,563548
4277,353,558,619730
65474,484,4169,1881015
24495,420,2943,381861
3061,217,142,106245
20267,806,2629,611537
2302,333,1651,438128
453,32,25,149864
565,94,55,331692
24277,4246,2210,2735831
938,230,124,236194
1019,167,26,273602
2266,114,342,96077
3693,269,191,327591
3352,365,178,395554
673,231,91,349919
839,228,44,209778
3485,352,137,496316
5243,3430,743,1702900
5438,222,2830,215047
1044,74,106,314895
20046,712,1308,1166132
8047,437,322,3424933
2007,413,218,371493
2658,450,201,525527
6293,1687,714,724365
954,70,67,109558
190,10,4,46321
1690,114,79,215553
585,110,77,119335
42147,1704,1441,3192044
349,17,146,84160
515,66,27,144798
910,152,24,388265
3373,123,495,49525
19872,2193,0,647520
114,116,35,68799
780,71,114,76132
1212,137,103,144131
1037,81,76,255638
677,195,73,138012
2717,190,484,115822
7582,417,232,677810
5035,189,201,505443
17735,468,2147,300828
921,254,239,154894
5960,202,440,357431
672,60,37,105446
1990,94,59,126268
3788,428,415,786605
5258,1936,0,767801
271,46,7,94200
1405,135,202,165959
4433,104,425,58851
5794,492,1125,508522
14729,642,1965,1430200
567,29,38,63030
532,92,32,185623
598,123,51,101911
570,77,25,102471
1408,134,103,277081
133022,5064,5798,8882597
59695,2889,3845,1805022
92196,4580,8307,6788618
104663,3718,5849,1255792
836843,28587,95261,14173896
94023,2245,9833,1682609
4813,1282,347,953498
3406,998,752,394887
57921,1416,8180,563548
4277,353,558,619730
65474,484,4169,1881015
24495,420,2943,381861
3061,217,142,106245
20267,806,2629,611537
2301,333,1651,438128
453,32,25,149864
565,94,55,331692
24277,4246,2210,2735831
938,230,124,236194
1019,167,26,273602
2266,114,342,96077
3693,269,191,327604
3352,365,178,395554
673,231,91,349919
839,228,44,209778
3485,352,137,496316
0,0,0,1086829
24298,2818,2765,485615
145546,6135,6687,9787214
64705,3308,4296,2153399
7361,621,598,1146144
7314,526,483,606072
30588,3872,1669,552612
16556,2080,3919,1650318
113588,4825,6200,1584869
2889,971,301,554782
4695,479,297,1062001
3849,145,386,233634
95112,4784,8571,7079271
499,136,75,154243
3636,336,540,498997
3352,159,152,254079
858,222,30,204686
440,36,16,165999
5667,445,209,228745
31972,6426,3121,2708547
356,54,26,80238
480,101,86,303840
1069,92,77,94622
855351,29957,96518,15014500
1853,409,253,330070
97962,2432,10152,1864118
1448,87,58,64297
81671,2138,10317,960132
2074,578,191,531933
1898,617,484,445666
31706,629,3585,639674
1656,276,123,292876
2208,224,137,561229
5216,554,384,419772
1470,892,195,303532
2412,209,114,242685
1462,105,124,373642
241,20,15,91014
13512,344,1024,420705
933,221,27,339631
2616,398,1696,541525
68201,530,4333,2141460
389,19,161,111052
1080,132,83,161676
1032,152,26,228095
1631,171,0,107024
22276,961,2774,739326
572,62,31,200438
692,245,511,241813
1338,182,391,132531
1194,101,78,167323
785,108,89,97769
638,42,35,105377
384,127,52,174473
565,38,18,161191
242,148,145,50911
6313,256,3196,284301
673,55,53,69234
1063,184,29,296280
3952,1204,872,517326
117,3,6,31705
37,62,45,18961
3965,393,153,587852
56,82,81,21668
7089,1923,820,850196
1737,214,145,258246
430,88,15,157602
2355,124,193,110792
142,12,7,32913
20592,730,1322,1210601
43539,1883,1496,3690613
300,21,27,95996
999,89,177,130173
5328,441,164,111379
3259,656,371,72384
1303,53,65,73803
5687,3666,799,1874910
160,206,52,124943
2608,147,366,124100
830,65,46,114454
6112,241,230,686056
656,36,49,20883
0,0,0,1086829
24298,2818,2765,485615
145546,6135,6687,9787214
64705,3308,4296,2153399
7361,621,598,1146144
7314,526,483,606072
30590,3872,1669,552612
16556,2080,3919,1650318
113588,4825,6200,1584869
2890,971,301,555221
4695,479,297,1062001
3849,145,386,233634
95112,4784,8571,7079271
499,136,75,154243
3636,336,540,498997
3352,159,152,254079
858,222,30,204686
440,36,16,165999
5667,445,209,228745
31972,6426,3121,2708547
356,54,26,80238
480,101,86,303840
1069,92,77,94622
855352,29957,96518,15014500
1853,409,253,330070
97962,2432,10152,1864118
1448,87,58,64297
81671,2138,10317,960132
441303,8355,41281,3929768
40373,2630,1800,1579606
40273,5253,4035,1076457
0,0,0,1542654
29876,421,2353,277524
150579,6382,6825,10239830
36771,5033,1923,803967
8909,2183,1300,647548
6579,386,370,937621
67313,3521,4587,2358093
9103,726,610,902566
595,165,73,174240
19220,2565,4286,2096536
331,23,13,44630
1543,134,71,195665
934,242,38,218091
336,30,11,143593
5811,436,591,86869
5640,616,335,1404406
4755,197,506,345786
1613,529,332,286873
4436,462,632,708417
258,28,11,102266
2789,271,130,605613
1379,545,917,678796
43051,262,2897,606502
117261,5098,6235,1697653
1387,198,0,189945
296,32,147,109261
4222,236,209,369446
7583,621,238,331338
623,82,44,189650
2136,152,130,128572
9429,109,324,161042
827,288,58,388405
2280,401,168,543663
1440,141,104,149364
436,75,26,122561
757,79,124,88349
167,58,25,184758
3557,221,342,236092
96756,2533,11450,1217035
457,43,17,183538
1053,182,143,162922
419,312,249,120083
6217,666,430,539112
1212,117,109,171524
347,148,139,160603
1610,218,172,567449
2162,751,543,529995
2921,292,137,356394
1436,377,45,612937
16204,462,1121,625590
100052,2512,10279,1964745
798,134,46,266005
235,65,25,141350
870566,31029,97036,15718041
2189,644,201,594277
34181,713,3809,733848
96287,4856,8603,7235699
1978,233,0,179932
1661,1122,225,369906
8015,724,264,225028
20325,454,1691,212172
770,35,47,57827
290,26,23,65556
1550,250,441,205851
1306,110,85,194315
124,11,7,32169
124,10,5,31950
1117,180,25,283391
4093,313,198,431625
23432,1031,2789,823373
1137,149,87,183372
3400,181,232,199356
441303,8355,41281,3929768
40373,2630,1800,1579606
40273,5253,4035,1076457
0,0,0,1542654
29876,421,2353,277524
150579,6382,6825,10239830
36771,5033,1923,803967
8909,2183,1300,647548
6579,386,370,937621
67313,3521,4587,2358093
9103,726,610,902566
595,165,73,174240
19220,2565,4286,2096536
331,23,13,44630
1543,134,71,195665
934,242,38,218091
336,30,11,143593
5812,436,591,86869
5640,616,335,1404406
4755,197,506,345911
1613,529,332,286873
4436,462,632,708417
258,28,11,102266
2789,271,130,605613
1379,545,917,678796
43051,262,2897,606502
117261,5098,6235,1697653
1387,198,0,189945
296,32,147,109261
4222,236,209,369446
570720,12971,50626,6970161
57612,4122,2446,3111631
8359,681,710,719780
47695,6255,4774,1426539
14862,4151,2115,1713637
0,0,0,1699905
874,98,16,153378
3816,526,483,638013
35279,560,2599,391352
9057,113,719,82085
434,67,19,261738
39002,5479,2004,905287
1859,134,121,174197
8007,822,792,170739
1239,164,176,247596
8056,936,745,210433
152980,6502,6897,10495263
4756,493,454,184689
39243,3608,3116,954096
439,36,21,104938
2644,229,124,425872
9588,790,649,1020944
69205,3696,4703,2514068
1125,301,45,306098
2164,750,411,506002
2552,69,914,52211
2800,168,91,560717
1597,669,1065,830153
50450,340,3239,957278
292,367,302,60123
642,79,671,264242
5086,220,520,399545
619,71,19,195549
4972,547,684,870888
1904,283,0,278540
3245,355,165,775565
434,122,39,222221
802,56,28,140012
867,37,16,235387
2083,100,125,135074
2374,282,324,210437
88,53,7,44956
25,6,2,8832
420,102,42,224536
1090,72,38,136007
503,54,36,178258
348,41,148,141055
780,110,76,148035
1309,71,0,120390
119180,5201,6245,1755796
8271,674,253,381851
260,57,16,81045
2472,170,163,167739
4499,260,229,422163
10604,254,461,179216
1495,159,151,239190
170,23,15,49227
1093,146,94,167097
166,75,30,45888
870,274,450,149193
1189,222,161,210391
107311,2772,12201,1418156
293,63,91,131356
411,60,0,85883
202,67,38,244113
9839,126,352,186221
6919,742,443,612015
81,14,0,54659
2426,843,587,602520
3679,236,352,256504
4614,54,290,50633
299,47,15,51295
904,21,92,20133
1813,470,61,816269
1024,135,55,307757
322,92,35,96331
618729,15093,54192,8539455
76634,1922,7754,1009884
2880,352,182,433640
399,198,83,288997
62579,4573,2680,3673759
3031,1441,282,810952
4451,187,233,403215
5843,519,861,592195
9790,862,859,930260
1292,324,46,411933
3095,1339,604,509464
17141,4978,2340,2094262
4979,193,1447,192545
51638,6748,5063,1606998
6481,361,510,183957
473,142,80,141246
2758,104,131,328109
10614,528,653,124530
2574,174,85,343412
133,48,0,92070
871,236,32,211305
2378,46,95,132193
1828,498,254,326642
2563,213,166,322001
1170,139,21,216231
4078,577,521,739385
11174,162,809,137896
575,33,37,86976
36773,603,2667,431662
714,98,41,431109
551,54,30,176062
9481,1098,805,284825
1431,163,97,257370
67532,2507,9079,2415722
274,44,11,93710
5528,628,511,249363
8771,992,837,211475
499,61,59,105812
16886,499,758,454277
349,17,47,41974
3114,189,162,293011
1549,209,117,276738
667,49,31,171843
40494,5694,2060,965187
511,31,6,108862
859,171,39,161923
221,334,44,163237
3337,289,150,599532
4694,295,226,81068
40361,3752,3168,1013756
317,30,15,113420
7638,350,1469,55867
341,60,33,83997
782,117,848,380282
9790,824,671,1067115
257,22,24,36801
1732,744,1133,936774
396,503,0,95868
219,72,30,107378
742,204,0,193847
241,72,27,42677
52979,360,3416,1137733
1210,191,79,231463
618729,15093,54192,8539455
76634,1922,7754,1009884
2880,352,182,433640
399,198,83,288997
62579,4573,2680,3673759
3031,1441,282,810952
4451,187,233,403215
5843,519,861,592195
9790,862,859,930260
1292,324,46,411933
3095,1339,604,509464
17141,4978,2340,2094290
4979,193,1447,192545
51638,6748,5063,1606998
6481,361,510,183957
473,142,80,141246
2758,104,131,328109
10614,528,653,124544
2574,174,85,343412
133,48,0,92070
871,236,32,211305
0,0,0,425383
4895,742,323,913728
95306,2802,9346,1530659
640974,16199,55226,9376172
39635,3939,4002,629964
1928,178,126,353952
2664,131,187,231204
4364,2524,367,1421923
11391,1279,399,376506
64835,4747,2949,3940620
5420,503,855,534951
2149,512,135,649098
3783,1061,391,621962
4238,173,977,182355
29013,1415,4432,250901
2690,655,1776,519871
720,261,93,209158
1895,571,81,733319
962,46,53,120614
658,72,30,331438
1909,53,82,108035
1666,140,146,441222
4845,223,250,482495
1752,413,229,338547
27376,613,3126,248539
10403,930,924,1034439
21057,1524,2554,355997
1171,148,44,295407
3893,346,131,648746
17430,1066,993,289159
2061,27,104,103397
2054,305,142,489323
18777,5546,2471,2366078
586,97,49,271814
508,68,61,82082
407,10,98,76464
7545,432,599,239486
520,52,29,154727
607,102,17,136616
53870,7001,5190,1700012
1377,176,77,391064
998,285,37,291173
3279,91,138,211323
162,6,8,110797
190,23,10,94985
790,77,64,104923
642,56,36,85467
840,87,67,99140
1834,217,108,517109
1685,61,309,77300
412,57,10,78494
742,57,64,69490
1356,146,27,251046
1743,83,90,92880
11918,193,855,159191
7102,481,311,173129
3744,128,0,201092
373,134,43,139998
3627,468,221,716422
225,71,12,53467
158,22,14,67977
930,87,61,123720
76527,2952,10301,2985326
37571,623,2727,449849
10015,1178,835,316606
311,54,12,118485
564,103,57,61524
620,41,10,155019
5958,710,524,281665
0,0,0,425383
4895,742,323,913728
95306,2802,9346,1530659
640974,16199,55226,9376172
39635,3939,4002,629964
1928,178,126,353952
2664,131,187,231204
4364,2524,367,1421923
11391,1279,399,376506
64835,4747,2949,3940620
5420,503,855,534951
2149,512,135,649098
3783,1061,391,621962
4238,173,977,182355
29014,1415,4432,250901
2690,655,1776,519871
720,261,93,209158
1895,571,81,733319
962,46,53,120614
658,72,30,331438
1909,53,82,108035
1666,140,146,441222
4845,223,250,482495
1752,413,229,338547
2653,152,109,376085
2682,286,160,593691
3848,532,324,415528
50411,5221,5067,993151
6851,365,372,445522
5652,897,338,1160637
3691,943,321,1261612
102882,3143,10044,1803272
20745,2910,680,884935
3410,212,224,411089
0,0,0,662261
653203,16744,56105,9927948
4382,407,826,454030
1389,110,68,195462
2268,345,1035,457362
726,147,76,188913
143,113,55,109329
5393,935,1268,270699
1930,500,261,365450
4737,2932,395,1642747
1136,291,85,296546
704,42,29,149671
3112,150,333,175614
7411,416,652,245735
868,209,38,207061
34270,1817,5193,338380
65990,4847,2974,4124787
4592,194,1104,226418
3805,210,221,77245
717,123,71,98620
2770,147,245,229275
1231,122,71,363210
1693,55,163,125653
2362,78,100,167378
2188,685,90,860048
9341,971,317,1093595
1035,179,78,229065
32158,753,3569,349592
189,23,14,39366
1138,54,69,171438
292,31,14,55682
25277,2136,2872,523864
16603,796,1573,270139
648,370,140,147279
1825,35,343,58371
696,80,32,374966
979,50,38,250611
4915,228,286,498141
434,63,26,134158
1284,251,102,496123
821,1669,417,44225
3785,208,157,213765
10635,958,941,1089783
20443,1321,1209,373898
286,35,20,94400
1110,115,88,197407
293,18,35,88339
667,141,54,350998
2124,29,110,113554
335,51,27,110912
20255,1199,1342,1542228
21,3,0,19963
2369,120,115,145889
672,118,21,163138
85,197,70,87796
995,92,104,124841
3790,124,159,255231
609,98,19,148939
2653,152,109,376085
2682,286,160,593691
3848,532,324,415528
50411,5221,5067,993151
6851,365,372,445802
5652,897,338,1160637
3691,943,321,1261612
102882,3143,10044,1803622
20745,2910,680,884935
3410,212,224,411089
0,0,0,662261
653203,16744,56105,9927948
4382,407,826,454030
1389,110,68,195462
2268,345,1035,457362
726,147,76,188913
143,113,55,109329
5393,935,1268,270699
1930,500,261,365450
4737,2932,395,1642747
1136,291,85,296546
704,42,29,149671
3112,150,333,175614
7411,416,652,245735
868,209,38,207061
132792,1473,9050,3358449
7139,1010,628,752903
6622,1029,590,1151583
6553,533,223,736877
8329,632,361,737320
0,0,339,209162
3422,229,168,570086
8885,536,523,669294
703,65,59,312132
3571,433,624,456287
1398,207,115,413864
3081,351,178,735028
307,288,102,267617
4500,1191,396,1597862
2401,82,460,74491
26471,3896,736,1249859
627,171,110,205510
2136,387,1060,454999
1299,133,47,205077
18324,3555,1827,1865361
12524,296,698,183746
53258,5542,5308,1104896
1401,170,46,311805
5223,162,1055,246200
983,96,110,135746
5983,981,328,1276363
106363,3285,10460,1962184
3281,772,1288,249193
796,129,35,250011
2014,190,109,327087
3584,239,242,456269
0,0,0,749872
714,89,42,231626
20114,1282,1798,438763
919,676,237,301171
6407,1178,1358,389565
2279,640,293,526348
3887,247,352,431529
307,31,105,114123
5498,612,954,303583
3846,212,411,262921
2788,101,173,159389
1244,358,123,367370
1411,290,98,402996
918,160,92,169991
7664,223,1153,73957
1001,248,39,279743
8849,542,774,396152
203,67,22,92064
1381,160,78,375418
661,241,114,124962
660730,17079,56644,10294388
27132,908,1651,1227084
445,89,57,192888
0,0,25,106940
4904,3115,420,1746085
2027,74,202,181435
4686,273,256,115370
396,26,29,42729
401,110,74,204206
2380,744,94,953168
66765,4905,3018,4274433
2479,85,105,184380
27764,2416,3042,627198
195,15,5,30199
33704,807,3675,382528
132793,1473,9050,3358449
7139,1010,628,753010
6622,1029,590,1151583
6553,533,223,736877
8329,632,361,737320
0,0,339,209162
3422,229,168,570094
8885,536,523,669294
703,65,59,312132
3571,433,624,456287
1398,207,115,413864
3081,351,178,735028
307,288,102,267617
4500,1191,396,1597862
2401,82,460,74491
26471,3896,736,1249859
627,171,110,205510
2136,387,1060,454999
1299,133,47,205125
18324,3555,1827,1865361
12525,296,698,183746
181584,2279,11786,5427688
2788,138,303,276169
8819,1400,839,1235551
15688,1903,2732,1323917
7072,1164,676,1341824
10373,492,276,297608
1056,61,173,342538
606,154,73,165450
11087,946,537,1214765
5158,180,470,218600
22912,4812,2322,2647456
7421,626,268,976772
4683,636,813,772233
6289,131,476,270732
6973,371,497,171348
18663,1464,925,429413
1934,306,274,297392
793,71,64,264336
0,0,401,257506
372,34,117,117509
1758,271,141,580879
3730,156,247,281614
620,78,19,174343
15198,387,841,268658
5133,1378,418,1864721
3579,255,179,618995
562,90,83,114186
2373,445,1160,548900
362,380,106,336541
9553,598,528,759329
2627,109,503,101381
3310,373,186,820386
31306,4523,845,1519224
843,214,31,201643
540,103,47,248390
754,69,44,116609
319,146,35,186086
1488,211,63,464392
720,55,16,107664
335,71,57,144426
664,33,48,64892
1630,286,85,354448
5877,200,1118,320778
1666,203,57,329468
7531,545,259,165955
834,82,83,101387
9610,338,1403,113519
108600,3363,10601,2062957
6106,1003,335,1325152
3446,857,1382,270805
1037,825,261,368765
3662,259,273,484802
870,142,74,228461
6686,1260,1392,422286
21111,1465,1916,510615
73,90,16,27928
0,0,0,787875
224,16,15,43548
4049,229,411,286149
803,323,133,166076
1259,370,131,384688
9238,566,800,433711
2810,2004,1357,132334
39093,1688,2625,2096196
225,53,63,74691
0,0,22,156208
593,41,28,95148
173,39,13,64511
181584,2279,11786,5427688
2788,138,303,276169
8819,1400,839,1235551
15688,1903,2732,1323917
7072,1164,676,1341824
10373,492,276,297608
1056,61,173,342538
606,154,73,165450
11087,946,537,1214765
5158,180,470,218600
22913,4812,2322,2647456
7421,626,268,976772
4683,636,813,772233
6291,131,476,270732
6973,371,497,171348
18663,1464,925,429413
1934,306,274,297392
793,71,64,264336
6640,511,305,698184
28882,2097,2851,1475449
495044,15653,47898,6312526
3765,278,241,410006
45679,4325,3613,1028987
12617,984,589,785142
2229,405,210,553911
842,81,83,139116
13847,1416,1111,2893676
43587,1502,2227,1017928
239,232,116,167403
91486,4421,10724,2318655
27444,1331,1655,520964
64071,3062,12037,736112
10241,469,739,436728
4164,527,954,508903
5019,986,513,791758
1812,410,263,393110
6612,239,238,156646
702,338,365,258943
918,120,80,116863
344,25,13,112163
116,41,17,104064
1751,248,440,321187
6830,533,261,904437
698,241,60,404001
3739,349,209,70760
1689,303,187,111697
237,17,17,104371
17300,221,1347,409708
1075454,9281,125167,7633571
2132,388,201,391369
438,385,311,191522
1535,630,2678,404433
6974,244,668,102836
2036,339,518,436179
553,84,40,123395
7155,374,271,655479
1365,319,90,263955
0,0,5,14065
447,963,114,413104
667,122,10,207647
1222,87,238,99093
2001,48,461,51602
713,75,61,112306
1452,64,162,108472
36864,1584,2358,711414
468,67,19,152625
134,17,7,95093
197,26,6,44299
9953,201,3192,372299
19975,2400,1266,1039970
1764,72,183,153384
24495,12189,5614,5072080
428,247,273,150915
649,116,63,141816
278,70,8,142535
4482,1020,684,105814
372,147,108,195977
471,119,95,153440
13217,1338,1271,367487
341,66,34,204150
1039,45,20,77297
169,6,34,40361
1132,565,564,275070
24037,772,888,852558
12099,231,1370,388061
238,177,197,137121
982,434,207,516609
11956,983,1139,475026
6640,511,305,698184
28882,2097,2851,1475449
495045,15652,47898,6312526
3765,278,241,410006
45680,4325,3613,1028987
12617,984,589,785142
2229,405,210,553911
842,81,83,139116
13847,1416,1111,2893676
43587,1502,2227,1017928
239,232,116,167403
91486,4421,10724,2318655
27444,1331,1655,520964
64071,3062,12037,736112
10241,469,739,436728
4164,527,954,508903
5019,986,513,791758
1812,410,263,393110
6612,239,238,156646
702,338,365,258943
918,120,80,116863
344,25,13,112163
116,41,17,104064
1751,248,440,321187
8502,730,367,917165
31893,2393,3049,1788325
5090,443,304,601287
512042,16327,49113,6729019
54163,5268,4094,1337689
1407,161,133,287291
2528,478,232,696092
2854,239,265,336653
13632,1091,604,864842
3819,644,874,474796
509,273,183,171080
1093,216,67,260551
328,415,173,241987
77268,3952,13854,1019971
45544,1614,2257,1096874
5774,1176,579,1045521
11146,528,786,531000
2281,544,288,545701
2306,99,562,76935
3138,123,259,254202
28823,1445,1707,580580
92877,4561,10785,2413060
3390,918,207,982001
2168,106,131,54505
2028,131,268,105005
2568,574,365,205054
8025,333,320,209309
670,90,36,208845
588,57,46,209689
169,73,31,191303
1038,145,92,159398
2384,174,201,221671
1512,226,59,427025
3324,111,763,105279
503,86,48,106194
0,0,18,36985
0,0,382,287437
1026,170,53,395967
181,51,12,38583
725,114,18,210976
4214,423,218,90698
4462,549,740,80551
5880,52,304,203056
199,34,19,153607
635,237,74,201784
545,241,97,258870
113,5,23,22576
2490,476,210,529497
4149,531,532,125106
518,95,31,299590
8090,338,757,139464
233,125,119,162995
7569,637,268,1080060
494,145,87,139668
1084173,9373,125740,7769007
0,0,13,32485
1586,659,2785,425618
257,37,8,65845
8258,408,279,745076
2044,346,540,447208
93,61,22,36239
34104,547,0,727663
1943,81,191,178574
19813,384,2127,155890
757,87,74,134914
1974,222,520,204749
1323,99,254,115593
718,145,69,179689
446,47,17,54277
27908,13828,6470,6641272
8502,730,367,917165
31893,2393,3049,1788325
5090,443,304,601287
512044,16327,49113,6729019
54163,5268,4094,1337813
1407,161,133,287291
2528,478,232,696092
2854,239,265,336653
13632,1091,604,864842
3819,644,874,474796
509,273,183,171080
1093,216,67,260551
328,415,173,241987
77268,3952,13854,1019971
45544,1614,2257,1096874
5774,1176,579,1045521
11146,528,786,531000
2281,544,288,545701
2306,99,562,76935
3138,123,259,254202
17457,737,330,562754
9919,974,444,1092637
8581,643,1104,701680
32899,2513,3099,1915151
5763,545,359,714033
4748,414,223,406224
61852,6103,4670,1642299
6867,381,370,346667
525901,16977,49997,7154471
1993,201,628,185660
955,281,113,407883
3637,363,309,551851
115800,2489,0,3585629
336,48,13,90391
1757,214,166,383314
2247,434,216,557013
1122,652,589,314583
1691,351,111,482729
4665,837,975,704081
865,431,297,331925
521,131,76,155220
89012,4702,15203,1303472
3414,181,653,157353
4289,205,340,472143
14579,1186,622,938227
541,231,148,218815
951,103,22,218396
168,8,0,53453
12168,614,575,635532
233,36,18,145487
6260,1327,602,1229691
2621,664,330,668125
47242,1709,2310,1173740
